leaflet_ID,URL,image_urls,local_images,Election:,Party:,Constituency:,Mentions:,Issues Covered:,Unnamed: 8,Unnamed: 9,Unnamed: 10
32190,https://www.openelections.co.uk/leaflets/32190/,"['https://cdn.openelections.co.uk/uploads/2020/08/17350_1-461x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17350_2-461x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17350_3-461x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17350_4-461x1024.jpg']","['leaflet_images/32190/17350_1-461x1024.jpg', 'leaflet_images/32190/17350_2-461x1024.jpg', 'leaflet_images/32190/17350_3-461x1024.jpg', 'leaflet_images/32190/17350_4-461x1024.jpg']",2019 General Election,Scottish National Party,Edinburgh North and Leith,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Environment, Health, Social welfare",,,
32205,https://www.openelections.co.uk/leaflets/32205/,"['https://cdn.openelections.co.uk/uploads/2020/08/17355_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17355_2-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17355_3-1024x768.jpg']","['leaflet_images/32205/17355_1-1024x768.jpg', 'leaflet_images/32205/17355_2-1024x768.jpg', 'leaflet_images/32205/17355_3-1024x768.jpg']",2019 General Election,Liberal Democrats,Salisbury,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health",,,
32213,https://www.openelections.co.uk/leaflets/32213/,['https://cdn.openelections.co.uk/uploads/2020/08/17358_1-737x1024.jpg'],['leaflet_images/32213/17358_1-737x1024.jpg'],2019 General Election,Labour Party,Ealing Southall,"Candidate, Other party/leader/candidate",Brexit/Europe,,,
32224,https://www.openelections.co.uk/leaflets/32224/,"['https://cdn.openelections.co.uk/uploads/2020/08/17361_1-726x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17361_2-726x1024.jpg']","['leaflet_images/32224/17361_1-726x1024.jpg', 'leaflet_images/32224/17361_2-726x1024.jpg']",2019 General Election,Liberal Democrats,Brecon and Radnorshire,,Health,,,
32231,https://www.openelections.co.uk/leaflets/32231/,"['https://cdn.openelections.co.uk/uploads/2020/08/17366_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17366_2-768x1024.jpg']","['leaflet_images/32231/17366_1-768x1024.jpg', 'leaflet_images/32231/17366_2-768x1024.jpg']",2019 General Election,Green Party,Congleton,Candidate,"Brexit/Europe, Environment",,,
32240,https://www.openelections.co.uk/leaflets/32240/,"['https://cdn.openelections.co.uk/uploads/2020/08/17369_1-724x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17369_2-724x1024.jpg']","['leaflet_images/32240/17369_1-724x1024.jpg', 'leaflet_images/32240/17369_2-724x1024.jpg']",2019 General Election,Green Party,Huddersfield,"Candidate, Other party/leader/candidate","Economy, Environment",,,
32254,https://www.openelections.co.uk/leaflets/32254/,"['https://cdn.openelections.co.uk/uploads/2020/08/17375_1-724x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17375_2-724x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17375_3-724x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17375_4-724x1024.jpg']","['leaflet_images/32254/17375_1-724x1024.jpg', 'leaflet_images/32254/17375_2-724x1024.jpg', 'leaflet_images/32254/17375_3-724x1024.jpg', 'leaflet_images/32254/17375_4-724x1024.jpg']",2019 General Election,Green Party,Birkenhead,"Candidate, Other party/leader/candidate, Tactical situation","Economy, Environment",,,
32260,https://www.openelections.co.uk/leaflets/32260/,['https://cdn.openelections.co.uk/uploads/2020/08/17378_1-617x1024.jpg'],['leaflet_images/32260/17378_1-617x1024.jpg'],2019 General Election,Liberal Democrats,Cambridge,Other party/leader/candidate,Health,,,
32272,https://www.openelections.co.uk/leaflets/32272/,"['https://cdn.openelections.co.uk/uploads/2020/08/17382_1-1024x723.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17382_2-1024x723.jpg']","['leaflet_images/32272/17382_1-1024x723.jpg', 'leaflet_images/32272/17382_2-1024x723.jpg']",2019 General Election,Labour Party,Cardiff West,"Candidate, Other party/leader/candidate","Brexit/Europe, Education, Environment, Health, Social welfare",,,
32292,https://www.openelections.co.uk/leaflets/32292/,['https://cdn.openelections.co.uk/uploads/2020/08/17389_1-732x1024.jpg'],['leaflet_images/32292/17389_1-732x1024.jpg'],2019 General Election,Labour Party,Cambridge,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Environment, Health",,,
32316,https://www.openelections.co.uk/leaflets/32316/,['https://cdn.openelections.co.uk/uploads/2020/08/17397_1-1024x768.jpg'],['leaflet_images/32316/17397_1-1024x768.jpg'],2019 General Election,Liberal Democrats,Ealing Central and Acton,"Candidate, Other party/leader/candidate, Party leader, Tactical situation","Brexit/Europe, Environment",,,
32322,https://www.openelections.co.uk/leaflets/32322/,"['https://cdn.openelections.co.uk/uploads/2020/08/17399_1-1024x719.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17399_2-1024x719.jpg']","['leaflet_images/32322/17399_1-1024x719.jpg', 'leaflet_images/32322/17399_2-1024x719.jpg']",2019 General Election,Labour Party,Croydon South,"Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Environment, Health",,,
32330,https://www.openelections.co.uk/leaflets/32330/,['https://cdn.openelections.co.uk/uploads/2020/08/17402_1-1024x768.jpg'],['leaflet_images/32330/17402_1-1024x768.jpg'],2019 General Election,Liberal Democrats,City of Durham,"Candidate, Other party/leader/candidate, Tactical situation","Brexit/Europe, Education, Environment, Health",,,
32343,https://www.openelections.co.uk/leaflets/32343/,"['https://cdn.openelections.co.uk/uploads/2020/08/17406_1-727x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17406_2-727x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17406_3-727x1024.jpg']","['leaflet_images/32343/17406_1-727x1024.jpg', 'leaflet_images/32343/17406_2-727x1024.jpg', 'leaflet_images/32343/17406_3-727x1024.jpg']",2019 General Election,Labour Party,Croydon South,"Candidate, Other party/leader/candidate, Tactical situation","Brexit/Europe, Education, Environment, Health",,,
32361,https://www.openelections.co.uk/leaflets/32361/,"['https://cdn.openelections.co.uk/uploads/2020/08/17412_1-1024x730.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17412_2-1024x730.jpg']","['leaflet_images/32361/17412_1-1024x730.jpg', 'leaflet_images/32361/17412_2-1024x730.jpg']",2019 General Election,Scottish National Party,Central Ayrshire,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Environment, Governance, Health, Social welfare",,,
32372,https://www.openelections.co.uk/leaflets/32372/,"['https://cdn.openelections.co.uk/uploads/2020/08/17415_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17415_2-768x1024.jpg']","['leaflet_images/32372/17415_1-768x1024.jpg', 'leaflet_images/32372/17415_2-768x1024.jpg']",2019 General Election,Liberal Democrats,Shipley,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health",,,
32385,https://www.openelections.co.uk/leaflets/32385/,"['https://cdn.openelections.co.uk/uploads/2020/08/17419_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17419_2-768x1024.jpg']","['leaflet_images/32385/17419_1-768x1024.jpg', 'leaflet_images/32385/17419_2-768x1024.jpg']",2019 General Election,Conservative Party,Esher and Walton,Other party/leader/candidate,"Brexit/Europe, Economy, Education, Health",,,
32395,https://www.openelections.co.uk/leaflets/32395/,['https://cdn.openelections.co.uk/uploads/2020/08/17422_1-1024x497.jpg'],['leaflet_images/32395/17422_1-1024x497.jpg'],2019 General Election,Liberal Democrats,Northampton North,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health",,,
32403,https://www.openelections.co.uk/leaflets/32403/,['https://cdn.openelections.co.uk/uploads/2020/08/17424_1-1024x728.jpg'],['leaflet_images/32403/17424_1-1024x728.jpg'],2019 General Election,Liberal Democrats,Cambridge,"Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health",,,
32411,https://www.openelections.co.uk/leaflets/32411/,['https://cdn.openelections.co.uk/uploads/2020/08/17427_1-764x1024.jpg'],['leaflet_images/32411/17427_1-764x1024.jpg'],2019 General Election,Conservative Party,Suffolk Coastal,Candidate,,,,
32423,https://www.openelections.co.uk/leaflets/32423/,"['https://cdn.openelections.co.uk/uploads/2020/08/17430_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17430_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17430_3-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17430_4-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17430_5-768x1024.jpg']","['leaflet_images/32423/17430_1-768x1024.jpg', 'leaflet_images/32423/17430_2-768x1024.jpg', 'leaflet_images/32423/17430_3-768x1024.jpg', 'leaflet_images/32423/17430_4-768x1024.jpg', 'leaflet_images/32423/17430_5-768x1024.jpg']",2019 General Election,Conservative Party,Chesham and Amersham,Candidate,"Brexit/Europe, Economy, Education, Environment, Health, Social welfare",,,
32432,https://www.openelections.co.uk/leaflets/32432/,['https://cdn.openelections.co.uk/uploads/2020/08/17432_1.jpg'],['leaflet_images/32432/17432_1.jpg'],2019 General Election,Conservative Party,South West Surrey,Candidate,Health,,,
32442,https://www.openelections.co.uk/leaflets/32442/,"['https://cdn.openelections.co.uk/uploads/2020/08/17435_1-736x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17435_2-736x1024.jpg']","['leaflet_images/32442/17435_1-736x1024.jpg', 'leaflet_images/32442/17435_2-736x1024.jpg']",2019 General Election,Labour Party,Ealing Southall,Candidate,"Brexit/Europe, Economy, Education, Environment, Health",,,
32460,https://www.openelections.co.uk/leaflets/32460/,['https://cdn.openelections.co.uk/uploads/2020/08/17441_1-593x1024.jpg'],['leaflet_images/32460/17441_1-593x1024.jpg'],2019 General Election,Liberal Democrats,Wantage,Other party/leader/candidate,Health,,,
32471,https://www.openelections.co.uk/leaflets/32471/,['https://cdn.openelections.co.uk/uploads/2020/08/17447_1-841x1024.jpg'],['leaflet_images/32471/17447_1-841x1024.jpg'],2019 General Election,Liberal Democrats,Brecon and Radnorshire,Other party/leader/candidate,"Brexit/Europe, Economy, Education, Environment, Health",,,
32481,https://www.openelections.co.uk/leaflets/32481/,"['https://cdn.openelections.co.uk/uploads/2020/08/17451_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17451_2-768x1024.jpg']","['leaflet_images/32481/17451_1-768x1024.jpg', 'leaflet_images/32481/17451_2-768x1024.jpg']",2019 General Election,Liberal Democrats,Altrincham and Sale West,"Other party/leader/candidate, Tactical situation",Brexit/Europe,,,
32491,https://www.openelections.co.uk/leaflets/32491/,['https://cdn.openelections.co.uk/uploads/2020/08/17454_1-768x1024.jpg'],['leaflet_images/32491/17454_1-768x1024.jpg'],2019 General Election,Liberal Democrats,Watford,Tactical situation,,,,
32510,https://www.openelections.co.uk/leaflets/32510/,['https://cdn.openelections.co.uk/uploads/2020/08/17461_1-1024x768.jpg'],['leaflet_images/32510/17461_1-1024x768.jpg'],2019 General Election,Scottish National Party,Aberdeen South,Candidate,"Brexit/Europe, Economy, Environment, Governance, Social welfare",,,
32521,https://www.openelections.co.uk/leaflets/32521/,['https://cdn.openelections.co.uk/uploads/2020/08/17464_1-683x1024.jpg'],['leaflet_images/32521/17464_1-683x1024.jpg'],2019 General Election,Labour Party,Kingston upon Hull North,"Other party/leader/candidate, Tactical situation","Economy, Environment, Health",,,
32542,https://www.openelections.co.uk/leaflets/32542/,['https://cdn.openelections.co.uk/uploads/2020/08/17471_1-768x1024.jpg'],['leaflet_images/32542/17471_1-768x1024.jpg'],2019 General Election,Liberal Democrats,Woking,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health",,,
32556,https://www.openelections.co.uk/leaflets/32556/,['https://cdn.openelections.co.uk/uploads/2020/08/17475_1-734x1024.jpg'],['leaflet_images/32556/17475_1-734x1024.jpg'],2019 General Election,Liberal Democrats,Witney,"Candidate, Other party/leader/candidate, Party leader, Tactical situation","Economy, Education, Environment, Health",,,
32564,https://www.openelections.co.uk/leaflets/32564/,['https://cdn.openelections.co.uk/uploads/2020/08/17480_1-724x1024.jpg'],['leaflet_images/32564/17480_1-724x1024.jpg'],2019 General Election,Liberal Democrats,Wirral South,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Environment, Health, Social welfare",,,
32581,https://www.openelections.co.uk/leaflets/32581/,"['https://cdn.openelections.co.uk/uploads/2020/08/17484_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17484_2-768x1024.jpg']","['leaflet_images/32581/17484_1-768x1024.jpg', 'leaflet_images/32581/17484_2-768x1024.jpg']",2019 General Election,Labour Party,Walsall North,"Candidate, Other party/leader/candidate","Economy, Education, Health",,,
32593,https://www.openelections.co.uk/leaflets/32593/,"['https://cdn.openelections.co.uk/uploads/2020/08/17491_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17491_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17491_3-768x1024.jpg']","['leaflet_images/32593/17491_1-768x1024.jpg', 'leaflet_images/32593/17491_2-768x1024.jpg', 'leaflet_images/32593/17491_3-768x1024.jpg']",2019 General Election,Green Party,Skipton and Ripon,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Environment",,,
32610,https://www.openelections.co.uk/leaflets/32610/,"['https://cdn.openelections.co.uk/uploads/2020/08/17496_1-576x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17496_2-576x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17496_3-576x1024.jpg']","['leaflet_images/32610/17496_1-576x1024.jpg', 'leaflet_images/32610/17496_2-576x1024.jpg', 'leaflet_images/32610/17496_3-576x1024.jpg']",2019 General Election,Labour Party,North Norfolk,Candidate,"Brexit/Europe, Economy, Education, Environment, Health",,,
32620,https://www.openelections.co.uk/leaflets/32620/,['https://cdn.openelections.co.uk/uploads/2020/08/17501_1-744x1024.jpg'],['leaflet_images/32620/17501_1-744x1024.jpg'],2019 General Election,Liberal Democrats,Witney,Other party/leader/candidate,"Brexit/Europe, Economy, Environment, Health",,,
32644,https://www.openelections.co.uk/leaflets/32644/,"['https://cdn.openelections.co.uk/uploads/2020/08/17508_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17508_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17508_3-768x1024.jpg']","['leaflet_images/32644/17508_1-768x1024.jpg', 'leaflet_images/32644/17508_2-768x1024.jpg', 'leaflet_images/32644/17508_3-768x1024.jpg']",2019 General Election,Green Party,Bradford South,Candidate,"Brexit/Europe, Economy, Environment",,,
32650,https://www.openelections.co.uk/leaflets/32650/,['https://cdn.openelections.co.uk/uploads/2020/08/17510_1-1024x736.jpg'],['leaflet_images/32650/17510_1-1024x736.jpg'],2019 General Election,Conservative Party,Richmond Park,Other party/leader/candidate,"Economy, Education, Governance",,,
32662,https://www.openelections.co.uk/leaflets/32662/,['https://cdn.openelections.co.uk/uploads/2020/08/17514_1-691x1024.jpg'],['leaflet_images/32662/17514_1-691x1024.jpg'],2019 General Election,Conservative Party,Stirling,"Candidate, Other party/leader/candidate, Tactical situation",Governance,,,
32671,https://www.openelections.co.uk/leaflets/32671/,['https://cdn.openelections.co.uk/uploads/2020/08/17520_1.jpg'],['leaflet_images/32671/17520_1.jpg'],2019 General Election,Conservative Party,Sittingbourne and Sheppey,Candidate,"Brexit/Europe, Economy, Education, Health",,,
32680,https://www.openelections.co.uk/leaflets/32680/,"['https://cdn.openelections.co.uk/uploads/2020/08/17522_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17522_2-768x1024.jpg']","['leaflet_images/32680/17522_1-768x1024.jpg', 'leaflet_images/32680/17522_2-768x1024.jpg']",2019 General Election,Conservative Party,Gordon,"Candidate, Other party/leader/candidate, Tactical situation","Economy, Environment, Governance",,,
32690,https://www.openelections.co.uk/leaflets/32690/,['https://cdn.openelections.co.uk/uploads/2020/08/17525_1.jpg'],['leaflet_images/32690/17525_1.jpg'],2019 General Election,Conservative Party,City of Durham,"Candidate, Tactical situation",,,,
32711,https://www.openelections.co.uk/leaflets/32711/,"['https://cdn.openelections.co.uk/uploads/2020/08/17534_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17534_2-768x1024.jpg']","['leaflet_images/32711/17534_1-768x1024.jpg', 'leaflet_images/32711/17534_2-768x1024.jpg']",2019 General Election,Labour Party,Bishop Auckland,Other party/leader/candidate,"Brexit/Europe, Economy, Education, Environment, Health, Social welfare",,,
32732,https://www.openelections.co.uk/leaflets/32732/,['https://cdn.openelections.co.uk/uploads/2020/08/17539_1-712x1024.jpg'],['leaflet_images/32732/17539_1-712x1024.jpg'],2019 General Election,Conservative Party,Bognor Regis and Littlehampton,"Candidate, Other party/leader/candidate","Economy, Education, Environment, Governance, Health",,,
32742,https://www.openelections.co.uk/leaflets/32742/,"['https://cdn.openelections.co.uk/uploads/2020/08/17542_1-1024x722.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17542_2-1024x722.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17542_3-1024x722.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17542_4-1024x722.jpg']","['leaflet_images/32742/17542_1-1024x722.jpg', 'leaflet_images/32742/17542_2-1024x722.jpg', 'leaflet_images/32742/17542_3-1024x722.jpg', 'leaflet_images/32742/17542_4-1024x722.jpg']",2019 General Election,Liberal Democrats,Wantage,"Other party/leader/candidate, Party leader, Tactical situation","Economy, Education, Health",,,
32753,https://www.openelections.co.uk/leaflets/32753/,"['https://cdn.openelections.co.uk/uploads/2020/08/17546_1-724x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17546_2-724x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17546_3-724x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17546_4-724x1024.jpg']","['leaflet_images/32753/17546_1-724x1024.jpg', 'leaflet_images/32753/17546_2-724x1024.jpg', 'leaflet_images/32753/17546_3-724x1024.jpg', 'leaflet_images/32753/17546_4-724x1024.jpg']",2019 General Election,Labour Party,North Durham,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Environment, Health, Social welfare",,,
